"county","estimated_population","dt_admin","total_partial_vaccinated","cumulative_fully_vaccinated","cumulative_at_least_one_dose","cumulative_unvaccinated","suppress_data","cumulative_up_to_date_vax","race_eth","age_category","sex","quarter"
"OrangeCounty",531607,2022-12-31,38423,484837,523260,8347,FALSE,174282,"NA","65+",NA,2022.4
"OrangeCounty",531607,2023-03-31,39401,484974,524375,7232,FALSE,195776,"NA","65+",NA,2023.1
"OrangeCounty",531607,2023-06-30,39961,484993,524954,6653,FALSE,223160,"NA","65+",NA,2023.2
"OrangeCounty",531607,2023-08-26,40145,484993,525138,6469,FALSE,230347,"NA","65+",NA,2023.3
"OrangeCounty",646140,2022-03-31,37223,535051,572274,73866,FALSE,62,"NA","50-64",NA,2022.1
"OrangeCounty",646140,2022-06-30,37089,539107,576196,69944,FALSE,76,"NA","50-64",NA,2022.2
"OrangeCounty",646140,2022-09-30,38093,541076,579169,66971,FALSE,28027,"NA","50-64",NA,2022.3
"OrangeCounty",646140,2022-12-31,41755,541491,583246,62894,FALSE,132434,"NA","50-64",NA,2022.4
"OrangeCounty",646140,2023-03-31,42909,541737,584646,61494,FALSE,152704,"NA","50-64",NA,2023.1
"OrangeCounty",646140,2023-06-30,43478,541776,585254,60886,FALSE,159086,"NA","50-64",NA,2023.2
"OrangeCounty",646140,2023-08-26,43689,541777,585466,60674,FALSE,161305,"NA","50-64",NA,2023.3
"OrangeCounty",1328917,2022-03-31,93323,1052357,1145705,183212,FALSE,120,"NA","18-49",NA,2022.1
"OrangeCounty",1328917,2022-06-30,95644,1060535,1156203,172714,FALSE,136,"NA","18-49",NA,2022.2
"OrangeCounty",1328917,2022-09-30,98980,1065965,1164968,163949,FALSE,37031,"NA","18-49",NA,2022.3
"OrangeCounty",1328917,2022-12-31,106362,1067784,1174169,154748,FALSE,161277,"NA","18-49",NA,2022.4
"OrangeCounty",1328917,2023-03-31,108991,1068905,1177919,150998,FALSE,188511,"NA","18-49",NA,2023.1
"OrangeCounty",1328917,2023-06-30,110396,1069082,1179501,149416,FALSE,197717,"NA","18-49",NA,2023.2
"OrangeCounty",1328917,2023-08-26,111056,1069092,1180171,148746,FALSE,201462,"NA","18-49",NA,2023.3
"PlacerCounty",18590,2022-03-31,5,4,10,18580,FALSE,0,"NA","0-17",NA,2022.1
"PlacerCounty",18590,2022-06-30,428,4,433,18157,FALSE,0,"NA","0-17",NA,2022.2
"PlacerCounty",18590,2022-09-30,949,733,1683,16907,FALSE,2,"NA","0-17",NA,2022.3
"PlacerCounty",18590,2022-12-31,826,1263,2090,16500,FALSE,73,"NA","0-17",NA,2022.4
"PlacerCounty",18590,2023-03-31,762,1455,2218,16372,FALSE,282,"NA","0-17",NA,2023.1
"PlacerCounty",18590,2023-06-30,789,1495,2285,16305,FALSE,374,"NA","0-17",NA,2023.2
"PlacerCounty",18590,2023-08-26,799,1515,2315,16275,FALSE,418,"NA","0-17",NA,2023.3
"PlacerCounty",26482,2022-03-31,943,11120,12064,14418,FALSE,6,"NA","0-17",NA,2022.1
"PlacerCounty",26482,2022-06-30,934,11678,12613,13869,FALSE,7,"NA","0-17",NA,2022.2
"PlacerCounty",26482,2022-09-30,938,12135,13074,13408,FALSE,11,"NA","0-17",NA,2022.3
"PlacerCounty",26482,2022-12-31,932,12293,13226,13256,FALSE,1830,"NA","0-17",NA,2022.4
"PlacerCounty",26482,2023-03-31,923,12359,13283,13199,FALSE,2184,"NA","0-17",NA,2023.1
"PlacerCounty",26482,2023-06-30,953,12362,13316,13166,FALSE,2336,"NA","0-17",NA,2023.2
"PlacerCounty",26482,2023-08-26,960,12365,13326,13156,FALSE,2407,"NA","0-17",NA,2023.3
"PlacerCounty",27685,2022-03-31,1082,18715,19804,7881,FALSE,1,"NA","0-17",NA,2022.1
"PlacerCounty",27685,2022-06-30,1052,18963,20022,7663,FALSE,1,"NA","0-17",NA,2022.2
"PlacerCounty",27685,2022-09-30,1060,19064,20134,7551,FALSE,403,"NA","0-17",NA,2022.3
"PlacerCounty",27685,2022-12-31,1088,19103,20201,7484,FALSE,2601,"NA","0-17",NA,2022.4
"PlacerCounty",27685,2023-03-31,1101,19121,20232,7453,FALSE,2953,"NA","0-17",NA,2023.1
"PlacerCounty",27685,2023-06-30,1136,19124,20270,7415,FALSE,3156,"NA","0-17",NA,2023.2
"PlacerCounty",27685,2023-08-26,1149,19124,20283,7402,FALSE,3224,"NA","0-17",NA,2023.3
"PlacerCounty",76937,2022-03-31,3469,61397,64866,12071,FALSE,4,"NA","50-64",NA,2022.1
"PlacerCounty",76937,2022-06-30,3458,61803,65261,11676,FALSE,7,"NA","50-64",NA,2022.2
"PlacerCounty",76937,2022-09-30,3551,61972,65523,11414,FALSE,3274,"NA","50-64",NA,2022.3
"PlacerCounty",76937,2022-12-31,3948,62000,65948,10989,FALSE,17066,"NA","50-64",NA,2022.4
"PlacerCounty",76937,2023-03-31,4012,62019,66031,10906,FALSE,18818,"NA","50-64",NA,2023.1
"PlacerCounty",76937,2023-06-30,4052,62023,66075,10862,FALSE,19398,"NA","50-64",NA,2023.2
"PlacerCounty",76937,2023-08-26,4064,62023,66087,10850,FALSE,19625,"NA","50-64",NA,2023.3
"PlacerCounty",85295,2022-03-31,3935,75889,79824,5471,FALSE,5,"NA","65+",NA,2022.1
"PlacerCounty",85295,2022-06-30,3765,76611,80376,4919,FALSE,6,"NA","65+",NA,2022.2
"PlacerCounty",85295,2022-09-30,4009,76799,80808,4487,FALSE,7421,"NA","65+",NA,2022.3
"PlacerCounty",85295,2022-12-31,4807,76816,81623,3672,FALSE,32526,"NA","65+",NA,2022.4
"PlacerCounty",85295,2023-03-31,4925,76830,81755,3540,FALSE,34842,"NA","65+",NA,2023.1
"PlacerCounty",85295,2023-06-30,4980,76833,81813,3482,FALSE,39011,"NA","65+",NA,2023.2
"PlacerCounty",85295,2023-08-26,5005,76833,81838,3457,FALSE,40709,"NA","65+",NA,2023.3
"PlacerCounty",161387,2022-03-31,7938,102045,109984,51403,FALSE,4,"NA","18-49",NA,2022.1
"PlacerCounty",161387,2022-06-30,8043,102792,110836,50551,FALSE,4,"NA","18-49",NA,2022.2
"PlacerCounty",161387,2022-09-30,8259,103231,111491,49896,FALSE,3338,"NA","18-49",NA,2022.3
"PlacerCounty",161387,2022-12-31,8755,103410,112166,49221,FALSE,15987,"NA","18-49",NA,2022.4
"PlacerCounty",161387,2023-03-31,8892,103534,112427,48960,FALSE,18077,"NA","18-49",NA,2023.1
"PlacerCounty",161387,2023-06-30,9000,103550,112551,48836,FALSE,18815,"NA","18-49",NA,2023.2
"PlacerCounty",161387,2023-08-26,9041,103551,112593,48794,FALSE,19087,"NA","18-49",NA,2023.3
"PlumasCounty",850,2022-03-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.1
"PlumasCounty",850,2022-06-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.2
"PlumasCounty",850,2022-09-30,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.3
"PlumasCounty",850,2022-12-31,NA,NA,NA,NA,TRUE,0,"NA","0-17",NA,2022.4
"PlumasCounty",850,2023-03-31,NA,NA,NA,NA,TRUE,3,"NA","0-17",NA,2023.1
"PlumasCounty",850,2023-06-30,NA,NA,NA,NA,TRUE,6,"NA","0-17",NA,2023.2
"PlumasCounty",850,2023-08-26,NA,NA,NA,NA,TRUE,6,"NA","0-17",NA,2023.3
"PlumasCounty",1096,2022-03-31,50,142,192,904,FALSE,0,"NA","0-17",NA,2022.1
"PlumasCounty",1096,2022-06-30,38,157,195,901,FALSE,0,"NA","0-17",NA,2022.2
"PlumasCounty",1096,2022-09-30,42,158,200,896,FALSE,0,"NA","0-17",NA,2022.3
"PlumasCounty",1096,2022-12-31,42,159,201,895,FALSE,12,"NA","0-17",NA,2022.4
"PlumasCounty",1096,2023-03-31,41,161,202,894,FALSE,14,"NA","0-17",NA,2023.1
"PlumasCounty",1096,2023-06-30,41,161,202,894,FALSE,14,"NA","0-17",NA,2023.2
"PlumasCounty",1096,2023-08-26,43,161,204,892,FALSE,16,"NA","0-17",NA,2023.3
"PlumasCounty",1189,2022-03-31,48,402,450,739,FALSE,0,"NA","0-17",NA,2022.1
"PlumasCounty",1189,2022-06-30,43,411,454,735,FALSE,0,"NA","0-17",NA,2022.2
"PlumasCounty",1189,2022-09-30,45,412,457,732,FALSE,4,"NA","0-17",NA,2022.3
"PlumasCounty",1189,2022-12-31,47,412,459,730,FALSE,42,"NA","0-17",NA,2022.4
"PlumasCounty",1189,2023-03-31,48,412,460,729,FALSE,47,"NA","0-17",NA,2023.1
"PlumasCounty",1189,2023-06-30,50,412,462,727,FALSE,50,"NA","0-17",NA,2023.2
"PlumasCounty",1189,2023-08-26,52,412,464,725,FALSE,52,"NA","0-17",NA,2023.3
"PlumasCounty",3728,2022-03-31,211,2606,2817,911,FALSE,0,"NA","50-64",NA,2022.1
"PlumasCounty",3728,2022-06-30,203,2626,2829,899,FALSE,0,"NA","50-64",NA,2022.2
"PlumasCounty",3728,2022-09-30,209,2635,2844,884,FALSE,90,"NA","50-64",NA,2022.3
"PlumasCounty",3728,2022-12-31,219,2636,2855,873,FALSE,560,"NA","50-64",NA,2022.4
"PlumasCounty",3728,2023-03-31,220,2637,2857,871,FALSE,609,"NA","50-64",NA,2023.1
"PlumasCounty",3728,2023-06-30,220,2637,2857,871,FALSE,632,"NA","50-64",NA,2023.2
"PlumasCounty",3728,2023-08-26,220,2637,2857,871,FALSE,640,"NA","50-64",NA,2023.3
"PlumasCounty",6077,2022-03-31,343,2773,3116,2961,FALSE,1,"NA","18-49",NA,2022.1
"PlumasCounty",6077,2022-06-30,351,2790,3141,2936,FALSE,1,"NA","18-49",NA,2022.2
"PlumasCounty",6077,2022-09-30,356,2802,3158,2919,FALSE,57,"NA","18-49",NA,2022.3
"PlumasCounty",6077,2022-12-31,368,2807,3175,2902,FALSE,288,"NA","18-49",NA,2022.4
"PlumasCounty",6077,2023-03-31,372,2810,3182,2895,FALSE,337,"NA","18-49",NA,2023.1
"PlumasCounty",6077,2023-06-30,374,2810,3184,2893,FALSE,355,"NA","18-49",NA,2023.2
"PlumasCounty",6077,2023-08-26,374,2810,3184,2893,FALSE,359,"NA","18-49",NA,2023.3
"PlumasCounty",6184,2022-03-31,266,4376,4642,1542,FALSE,0,"NA","65+",NA,2022.1
"PlumasCounty",6184,2022-06-30,244,4424,4668,1516,FALSE,0,"NA","65+",NA,2022.2
"PlumasCounty",6184,2022-09-30,260,4437,4697,1487,FALSE,248,"NA","65+",NA,2022.3
"PlumasCounty",6184,2022-12-31,293,4439,4732,1452,FALSE,1484,"NA","65+",NA,2022.4
"PlumasCounty",6184,2023-03-31,298,4439,4737,1447,FALSE,1587,"NA","65+",NA,2023.1
"PlumasCounty",6184,2023-06-30,299,4439,4738,1446,FALSE,1785,"NA","65+",NA,2023.2
"PlumasCounty",6184,2023-08-26,299,4439,4738,1446,FALSE,1836,"NA","65+",NA,2023.3
"RiversideCounty",146813,2022-03-31,34,25,60,146753,FALSE,0,"NA","0-17",NA,2022.1
"RiversideCounty",146813,2022-06-30,760,26,787,146026,FALSE,0,"NA","0-17",NA,2022.2
"RiversideCounty",146813,2022-09-30,2992,1288,4282,142531,FALSE,0,"NA","0-17",NA,2022.3
"RiversideCounty",146813,2022-12-31,3240,2396,5638,141175,FALSE,72,"NA","0-17",NA,2022.4
"RiversideCounty",146813,2023-03-31,3318,2859,6179,140634,FALSE,532,"NA","0-17",NA,2023.1
"RiversideCounty",146813,2023-06-30,3354,3042,6398,140415,FALSE,769,"NA","0-17",NA,2023.2
"RiversideCounty",146813,2023-08-26,3423,3099,6524,140289,FALSE,854,"NA","0-17",NA,2023.3
"RiversideCounty",215020,2022-03-31,11894,112137,124065,90955,FALSE,6,"NA","0-17",NA,2022.1
"RiversideCounty",215020,2022-06-30,11933,114329,126296,88724,FALSE,8,"NA","0-17",NA,2022.2
"RiversideCounty",215020,2022-09-30,12001,115663,127701,87319,FALSE,1087,"NA","0-17",NA,2022.3
"RiversideCounty",215020,2022-12-31,12213,115952,128205,86815,FALSE,7426,"NA","0-17",NA,2022.4
"RiversideCounty",215020,2023-03-31,12361,116087,128488,86532,FALSE,9070,"NA","0-17",NA,2023.1
"RiversideCounty",215020,2023-06-30,12525,116121,128686,86334,FALSE,9845,"NA","0-17",NA,2023.2
"RiversideCounty",215020,2023-08-26,12648,116121,128809,86211,FALSE,10272,"NA","0-17",NA,2023.3
"RiversideCounty",226400,2022-03-31,9106,45604,54731,171669,FALSE,6,"NA","0-17",NA,2022.1
"RiversideCounty",226400,2022-06-30,8790,49285,58095,168305,FALSE,7,"NA","0-17",NA,2022.2
"RiversideCounty",226400,2022-09-30,9093,52177,61290,165110,FALSE,15,"NA","0-17",NA,2022.3
"RiversideCounty",226400,2022-12-31,9355,53020,62395,164005,FALSE,3966,"NA","0-17",NA,2022.4
"RiversideCounty",226400,2023-03-31,9442,53374,62836,163564,FALSE,5197,"NA","0-17",NA,2023.1
"RiversideCounty",226400,2023-06-30,9628,53418,63066,163334,FALSE,5774,"NA","0-17",NA,2023.2
"RiversideCounty",226400,2023-08-26,9781,53420,63221,163179,FALSE,6142,"NA","0-17",NA,2023.3
"RiversideCounty",396909,2022-03-31,29666,324166,353832,43077,FALSE,20,"NA","65+",NA,2022.1
"RiversideCounty",396909,2022-06-30,28927,328029,356956,39953,FALSE,36,"NA","65+",NA,2022.2
"RiversideCounty",396909,2022-09-30,29587,329112,358699,38210,FALSE,24027,"NA","65+",NA,2022.3
"RiversideCounty",396909,2022-12-31,32725,329283,362008,34901,FALSE,103838,"NA","65+",NA,2022.4
"RiversideCounty",396909,2023-03-31,33509,329373,362882,34027,FALSE,117449,"NA","65+",NA,2023.1
"RiversideCounty",396909,2023-06-30,33905,329384,363289,33620,FALSE,133847,"NA","65+",NA,2023.2
"RiversideCounty",396909,2023-08-26,34036,329387,363423,33486,FALSE,138332,"NA","65+",NA,2023.3
"RiversideCounty",445401,2022-03-31,29568,334186,363754,81647,FALSE,31,"NA","50-64",NA,2022.1
"RiversideCounty",445401,2022-06-30,29382,337172,366554,78847,FALSE,49,"NA","50-64",NA,2022.2
"RiversideCounty",445401,2022-09-30,29954,338549,368503,76898,FALSE,13140,"NA","50-64",NA,2022.3
"RiversideCounty",445401,2022-12-31,32342,338820,371162,74239,FALSE,66219,"NA","50-64",NA,2022.4
"RiversideCounty",445401,2023-03-31,33026,338985,372011,73390,FALSE,78042,"NA","50-64",NA,2023.1
"RiversideCounty",445401,2023-06-30,33302,339004,372306,73095,FALSE,82154,"NA","50-64",NA,2023.2
"RiversideCounty",445401,2023-08-26,33437,339004,372441,72960,FALSE,83908,"NA","50-64",NA,2023.3
"RiversideCounty",1047428,2022-03-31,69183,640645,709842,337586,FALSE,74,"NA","18-49",NA,2022.1
"RiversideCounty",1047428,2022-06-30,70971,648061,719046,328382,FALSE,82,"NA","18-49",NA,2022.2
"RiversideCounty",1047428,2022-09-30,73057,652694,725764,321664,FALSE,12757,"NA","18-49",NA,2022.3
"RiversideCounty",1047428,2022-12-31,77003,654283,731299,316129,FALSE,59091,"NA","18-49",NA,2022.4
"RiversideCounty",1047428,2023-03-31,78445,655196,733654,313774,FALSE,71886,"NA","18-49",NA,2023.1
"RiversideCounty",1047428,2023-06-30,79440,655361,734814,312614,FALSE,76836,"NA","18-49",NA,2023.2
"RiversideCounty",1047428,2023-08-26,80008,655370,735391,312037,FALSE,79304,"NA","18-49",NA,2023.3
"SacramentoCounty",95110,2022-03-31,35,21,57,95053,FALSE,0,"NA","0-17",NA,2022.1
"SacramentoCounty",95110,2022-06-30,2050,23,2074,93036,FALSE,0,"NA","0-17",NA,2022.2
"SacramentoCounty",95110,2022-09-30,4500,3468,7970,87140,FALSE,1,"NA","0-17",NA,2022.3
"SacramentoCounty",95110,2022-12-31,4526,5816,10344,84766,FALSE,304,"NA","0-17",NA,2022.4
"SacramentoCounty",95110,2023-03-31,4611,6855,11468,83642,FALSE,1381,"NA","0-17",NA,2023.1
"SacramentoCounty",95110,2023-06-30,4803,7221,12026,83084,FALSE,1942,"NA","0-17",NA,2023.2
"SacramentoCounty",95110,2023-08-26,4930,7331,12263,82847,FALSE,2183,"NA","0-17",NA,2023.3
"SacramentoCounty",127281,2022-03-31,6712,77950,84715,42566,FALSE,7,"NA","0-17",NA,2022.1
"SacramentoCounty",127281,2022-06-30,6635,79350,86042,41239,FALSE,8,"NA","0-17",NA,2022.2
"SacramentoCounty",127281,2022-09-30,6754,80218,87036,40245,FALSE,1658,"NA","0-17",NA,2022.3
"SacramentoCounty",127281,2022-12-31,6967,80557,87594,39687,FALSE,10567,"NA","0-17",NA,2022.4
"SacramentoCounty",127281,2023-03-31,7024,80797,87891,39390,FALSE,12544,"NA","0-17",NA,2023.1
"SacramentoCounty",127281,2023-06-30,7179,80857,88106,39175,FALSE,13623,"NA","0-17",NA,2023.2
"SacramentoCounty",127281,2023-08-26,7256,80860,88186,39095,FALSE,14077,"NA","0-17",NA,2023.3
"SacramentoCounty",136724,2022-03-31,6187,47102,53295,83429,FALSE,7,"NA","0-17",NA,2022.1
"SacramentoCounty",136724,2022-06-30,5998,50536,56540,80184,FALSE,8,"NA","0-17",NA,2022.2
"SacramentoCounty",136724,2022-09-30,6121,53170,59297,77427,FALSE,13,"NA","0-17",NA,2022.3
"SacramentoCounty",136724,2022-12-31,6337,54149,60493,76231,FALSE,7586,"NA","0-17",NA,2022.4
"SacramentoCounty",136724,2023-03-31,6395,54725,61129,75595,FALSE,9590,"NA","0-17",NA,2023.1
"SacramentoCounty",136724,2023-06-30,6685,54801,61495,75229,FALSE,10701,"NA","0-17",NA,2023.2
"SacramentoCounty",136724,2023-08-26,6852,54807,61668,75056,FALSE,11185,"NA","0-17",NA,2023.3
"SacramentoCounty",235049,2022-03-31,11816,215715,227531,7518,FALSE,5,"NA","65+",NA,2022.1
"SacramentoCounty",235049,2022-06-30,11262,217917,229179,5870,FALSE,7,"NA","65+",NA,2022.2
"SacramentoCounty",235049,2022-09-30,12178,218600,230778,4271,FALSE,18543,"NA","65+",NA,2022.3
"SacramentoCounty",235049,2022-12-31,14778,218738,233516,1533,FALSE,84606,"NA","65+",NA,2022.4
"SacramentoCounty",235049,2023-03-31,15263,218818,234081,968,FALSE,93715,"NA","65+",NA,2023.1
"SacramentoCounty",235049,2023-06-30,15504,218827,234331,718,FALSE,111406,"NA","65+",NA,2023.2
"SacramentoCounty",235049,2023-08-26,15628,218828,234456,593,FALSE,118535,"NA","65+",NA,2023.3
"SacramentoCounty",281015,2022-03-31,14093,226318,240411,40604,FALSE,5,"NA","50-64",NA,2022.1
"SacramentoCounty",281015,2022-06-30,13890,228169,242059,38956,FALSE,7,"NA","50-64",NA,2022.2
"SacramentoCounty",281015,2022-09-30,14390,229046,243436,37579,FALSE,13290,"NA","50-64",NA,2022.3
"SacramentoCounty",281015,2022-12-31,15871,229266,245137,35878,FALSE,66583,"NA","50-64",NA,2022.4
"SacramentoCounty",281015,2023-03-31,16210,229417,245627,35388,FALSE,75414,"NA","50-64",NA,2023.1
"SacramentoCounty",281015,2023-06-30,16430,229431,245861,35154,FALSE,78716,"NA","50-64",NA,2023.2
"SacramentoCounty",281015,2023-08-26,16541,229434,245975,35040,FALSE,80046,"NA","50-64",NA,2023.3
"SacramentoCounty",683358,2022-03-31,39461,483196,522684,160674,FALSE,27,"NA","18-49",NA,2022.1
"SacramentoCounty",683358,2022-06-30,39798,488364,528189,155169,FALSE,33,"NA","18-49",NA,2022.2
"SacramentoCounty",683358,2022-09-30,40772,491923,532722,150636,FALSE,18802,"NA","18-49",NA,2022.3
"SacramentoCounty",683358,2022-12-31,43098,493438,536562,146796,FALSE,84099,"NA","18-49",NA,2022.4
"SacramentoCounty",683358,2023-03-31,44061,494356,538443,144915,FALSE,97671,"NA","18-49",NA,2023.1
"SacramentoCounty",683358,2023-06-30,44831,494529,539383,143975,FALSE,103169,"NA","18-49",NA,2023.2
"SacramentoCounty",683358,2023-08-26,45287,494537,539847,143511,FALSE,105611,"NA","18-49",NA,2023.3
"San BenitoCounty",3494,2022-03-31,2,2,4,3490,FALSE,0,"NA","0-17",NA,2022.1
"San BenitoCounty",3494,2022-06-30,49,2,51,3443,FALSE,0,"NA","0-17",NA,2022.2
"San BenitoCounty",3494,2022-09-30,190,81,271,3223,FALSE,0,"NA","0-17",NA,2022.3
"San BenitoCounty",3494,2022-12-31,186,162,348,3146,FALSE,8,"NA","0-17",NA,2022.4
"San BenitoCounty",3494,2023-03-31,185,201,386,3108,FALSE,50,"NA","0-17",NA,2023.1
"San BenitoCounty",3494,2023-06-30,188,213,401,3093,FALSE,67,"NA","0-17",NA,2023.2
"San BenitoCounty",3494,2023-08-26,184,221,405,3089,FALSE,80,"NA","0-17",NA,2023.3
"San BenitoCounty",5019,2022-03-31,283,3949,4233,786,FALSE,2,"NA","0-17",NA,2022.1
"San BenitoCounty",5019,2022-06-30,261,4014,4276,743,FALSE,2,"NA","0-17",NA,2022.2
"San BenitoCounty",5019,2022-09-30,264,4060,4325,694,FALSE,78,"NA","0-17",NA,2022.3
"San BenitoCounty",5019,2022-12-31,273,4066,4340,679,FALSE,410,"NA","0-17",NA,2022.4
"San BenitoCounty",5019,2023-03-31,273,4078,4352,667,FALSE,520,"NA","0-17",NA,2023.1
"San BenitoCounty",5019,2023-06-30,280,4079,4360,659,FALSE,576,"NA","0-17",NA,2023.2
"San BenitoCounty",5019,2023-08-26,284,4079,4364,655,FALSE,605,"NA","0-17",NA,2023.3
"San BenitoCounty",5053,2022-03-31,226,2103,2329,2724,FALSE,0,"NA","0-17",NA,2022.1
"San BenitoCounty",5053,2022-06-30,204,2246,2450,2603,FALSE,0,"NA","0-17",NA,2022.2
"San BenitoCounty",5053,2022-09-30,218,2390,2608,2445,FALSE,5,"NA","0-17",NA,2022.3
"San BenitoCounty",5053,2022-12-31,234,2427,2661,2392,FALSE,222,"NA","0-17",NA,2022.4
"San BenitoCounty",5053,2023-03-31,230,2449,2679,2374,FALSE,317,"NA","0-17",NA,2023.1
"San BenitoCounty",5053,2023-06-30,232,2453,2685,2368,FALSE,366,"NA","0-17",NA,2023.2
"San BenitoCounty",5053,2023-08-26,245,2453,2698,2355,FALSE,399,"NA","0-17",NA,2023.3
"San BenitoCounty",9150,2022-03-31,609,7771,8380,770,FALSE,0,"NA","65+",NA,2022.1
"San BenitoCounty",9150,2022-06-30,564,7902,8466,684,FALSE,1,"NA","65+",NA,2022.2
"San BenitoCounty",9150,2022-09-30,616,7927,8543,607,FALSE,659,"NA","65+",NA,2022.3
"San BenitoCounty",9150,2022-12-31,724,7932,8656,494,FALSE,2802,"NA","65+",NA,2022.4
"San BenitoCounty",9150,2023-03-31,744,7934,8678,472,FALSE,3144,"NA","65+",NA,2023.1
"San BenitoCounty",9150,2023-06-30,752,7935,8687,463,FALSE,3760,"NA","65+",NA,2023.2
"San BenitoCounty",9150,2023-08-26,758,7935,8693,457,FALSE,3980,"NA","65+",NA,2023.3
"San BenitoCounty",11755,2022-03-31,760,10192,10952,803,FALSE,2,"NA","50-64",NA,2022.1
"San BenitoCounty",11755,2022-06-30,735,10292,11027,728,FALSE,5,"NA","50-64",NA,2022.2
"San BenitoCounty",11755,2022-09-30,750,10328,11078,677,FALSE,592,"NA","50-64",NA,2022.3
"San BenitoCounty",11755,2022-12-31,803,10336,11139,616,FALSE,2608,"NA","50-64",NA,2022.4
"San BenitoCounty",11755,2023-03-31,818,10338,11156,599,FALSE,2974,"NA","50-64",NA,2023.1
"San BenitoCounty",11755,2023-06-30,823,10338,11161,594,FALSE,3119,"NA","50-64",NA,2023.2
"San BenitoCounty",11755,2023-08-26,828,10338,11166,589,FALSE,3190,"NA","50-64",NA,2023.3
"San BenitoCounty",27248,2022-03-31,1832,21274,23108,4140,FALSE,2,"NA","18-49",NA,2022.1
"San BenitoCounty",27248,2022-06-30,1868,21499,23369,3879,FALSE,5,"NA","18-49",NA,2022.2
"San BenitoCounty",27248,2022-09-30,1916,21624,23542,3706,FALSE,631,"NA","18-49",NA,2022.3
"San BenitoCounty",27248,2022-12-31,2010,21669,23681,3567,FALSE,2662,"NA","18-49",NA,2022.4
"San BenitoCounty",27248,2023-03-31,2044,21704,23750,3498,FALSE,3148,"NA","18-49",NA,2023.1
"San BenitoCounty",27248,2023-06-30,2067,21712,23781,3467,FALSE,3368,"NA","18-49",NA,2023.2
"San BenitoCounty",27248,2023-08-26,2098,21712,23812,3436,FALSE,3527,"NA","18-49",NA,2023.3
"San BernardinoCounty",143624,2022-03-31,68,10,86,143538,FALSE,0,"NA","0-17",NA,2022.1
"San BernardinoCounty",143624,2022-06-30,820,14,842,142782,FALSE,0,"NA","0-17",NA,2022.2
"San BernardinoCounty",143624,2022-09-30,2915,1463,4386,139238,FALSE,0,"NA","0-17",NA,2022.3
"San BernardinoCounty",143624,2022-12-31,2974,2714,5696,137928,FALSE,71,"NA","0-17",NA,2022.4
"San BernardinoCounty",143624,2023-03-31,2999,3256,6263,137361,FALSE,530,"NA","0-17",NA,2023.1
"San BernardinoCounty",143624,2023-06-30,3058,3404,6470,137154,FALSE,730,"NA","0-17",NA,2023.2
"San BernardinoCounty",143624,2023-08-26,3115,3444,6567,137057,FALSE,813,"NA","0-17",NA,2023.3
"San BernardinoCounty",204583,2022-03-31,8775,96759,105571,99012,FALSE,7,"NA","0-17",NA,2022.1
"San BernardinoCounty",204583,2022-06-30,8704,98641,107383,97200,FALSE,8,"NA","0-17",NA,2022.2
"San BernardinoCounty",204583,2022-09-30,8794,99876,108708,95875,FALSE,964,"NA","0-17",NA,2022.3
"San BernardinoCounty",204583,2022-12-31,9024,100229,109291,95292,FALSE,6546,"NA","0-17",NA,2022.4
"San BernardinoCounty",204583,2023-03-31,9141,100409,109588,94995,FALSE,8184,"NA","0-17",NA,2023.1
"San BernardinoCounty",204583,2023-06-30,9298,100433,109769,94814,FALSE,8905,"NA","0-17",NA,2023.2
"San BernardinoCounty",204583,2023-08-26,9392,100434,109864,94719,FALSE,9281,"NA","0-17",NA,2023.3
"San BernardinoCounty",222031,2022-03-31,6706,39701,46409,175622,FALSE,2,"NA","0-17",NA,2022.1
"San BernardinoCounty",222031,2022-06-30,6357,42985,49344,172687,FALSE,2,"NA","0-17",NA,2022.2
"San BernardinoCounty",222031,2022-09-30,6742,45710,52453,169578,FALSE,6,"NA","0-17",NA,2022.3
"San BernardinoCounty",222031,2022-12-31,7073,46506,53580,168451,FALSE,3913,"NA","0-17",NA,2022.4
"San BernardinoCounty",222031,2023-03-31,7099,46981,54081,167950,FALSE,5185,"NA","0-17",NA,2023.1
"San BernardinoCounty",222031,2023-06-30,7270,47024,54295,167736,FALSE,5785,"NA","0-17",NA,2023.2
"San BernardinoCounty",222031,2023-08-26,7379,47027,54407,167624,FALSE,6050,"NA","0-17",NA,2023.3
"San BernardinoCounty",281805,2022-03-31,18404,231261,249665,32140,FALSE,15,"NA","65+",NA,2022.1
"San BernardinoCounty",281805,2022-06-30,18022,233593,251615,30190,FALSE,20,"NA","65+",NA,2022.2
"San BernardinoCounty",281805,2022-09-30,18564,234471,253035,28770,FALSE,15035,"NA","65+",NA,2022.3
"San BernardinoCounty",281805,2022-12-31,20825,234630,255455,26350,FALSE,71714,"NA","65+",NA,2022.4
"San BernardinoCounty",281805,2023-03-31,21470,234708,256178,25627,FALSE,82801,"NA","65+",NA,2023.1
"San BernardinoCounty",281805,2023-06-30,21823,234718,256541,25264,FALSE,91138,"NA","65+",NA,2023.2
"San BernardinoCounty",281805,2023-08-26,21942,234718,256660,25145,FALSE,93738,"NA","65+",NA,2023.3
